"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age"	"Age Code"	"Gender"	"Gender Code"	Population
	"2011"	"2011"	"8 years"	"8"	"Female"	"F"	1985227
	"2011"	"2011"	"8 years"	"8"	"Male"	"M"	2067976
	"2011"	"2011"	"9 years"	"9"	"Female"	"F"	1976459
	"2011"	"2011"	"9 years"	"9"	"Male"	"M"	2059267
	"2011"	"2011"	"10 years"	"10"	"Female"	"F"	2023729
	"2011"	"2011"	"10 years"	"10"	"Male"	"M"	2111871
	"2011"	"2011"	"11 years"	"11"	"Female"	"F"	2050345
	"2011"	"2011"	"11 years"	"11"	"Male"	"M"	2147097
	"2011"	"2011"	"12 years"	"12"	"Female"	"F"	2016301
	"2011"	"2011"	"12 years"	"12"	"Male"	"M"	2109757
	"2011"	"2011"	"13 years"	"13"	"Female"	"F"	2015224
	"2011"	"2011"	"13 years"	"13"	"Male"	"M"	2108893
	"2011"	"2011"	"14 years"	"14"	"Female"	"F"	2020627
	"2011"	"2011"	"14 years"	"14"	"Male"	"M"	2110738
	"2011"	"2011"	"15 years"	"15"	"Female"	"F"	2029291
	"2011"	"2011"	"15 years"	"15"	"Male"	"M"	2129454
	"2011"	"2011"	"16 years"	"16"	"Female"	"F"	2068238
	"2011"	"2011"	"16 years"	"16"	"Male"	"M"	2179005
	"2011"	"2011"	"17 years"	"17"	"Female"	"F"	2108068
	"2011"	"2011"	"17 years"	"17"	"Male"	"M"	2226647
	"2011"	"2011"	"18 years"	"18"	"Female"	"F"	2135776
	"2011"	"2011"	"18 years"	"18"	"Male"	"M"	2266538
	"2011"	"2011"	"19 years"	"19"	"Female"	"F"	2198983
	"2011"	"2011"	"19 years"	"19"	"Male"	"M"	2321391
	"2011"	"2011"	"20 years"	"20"	"Female"	"F"	2250266
	"2011"	"2011"	"20 years"	"20"	"Male"	"M"	2349816
	"2011"	"2011"	"21 years"	"21"	"Female"	"F"	2250496
	"2011"	"2011"	"21 years"	"21"	"Male"	"M"	2345255
	"2011"	"2011"	"22 years"	"22"	"Female"	"F"	2161737
	"2011"	"2011"	"22 years"	"22"	"Male"	"M"	2253185
	"2011"	"2011"	"23 years"	"23"	"Female"	"F"	2114730
	"2011"	"2011"	"23 years"	"23"	"Male"	"M"	2199606
	"2011"	"2011"	"24 years"	"24"	"Female"	"F"	2082343
	"2011"	"2011"	"24 years"	"24"	"Male"	"M"	2161719
	"2011"	"2011"	"25 years"	"25"	"Female"	"F"	2098644
	"2011"	"2011"	"25 years"	"25"	"Male"	"M"	2170733
	"2011"	"2011"	"26 years"	"26"	"Female"	"F"	2127633
	"2011"	"2011"	"26 years"	"26"	"Male"	"M"	2185462
	"2011"	"2011"	"27 years"	"27"	"Female"	"F"	2072511
	"2011"	"2011"	"27 years"	"27"	"Male"	"M"	2110182
	"2011"	"2011"	"28 years"	"28"	"Female"	"F"	2114817
	"2011"	"2011"	"28 years"	"28"	"Male"	"M"	2142443
	"2011"	"2011"	"29 years"	"29"	"Female"	"F"	2123995
	"2011"	"2011"	"29 years"	"29"	"Male"	"M"	2141571
	"2011"	"2011"	"30 years"	"30"	"Female"	"F"	2108031
	"2011"	"2011"	"30 years"	"30"	"Male"	"M"	2118205
	"2011"	"2011"	"31 years"	"31"	"Female"	"F"	2145582
	"2011"	"2011"	"31 years"	"31"	"Male"	"M"	2172624
	"2011"	"2011"	"32 years"	"32"	"Female"	"F"	2023931
	"2011"	"2011"	"32 years"	"32"	"Male"	"M"	2030696
	"2011"	"2011"	"33 years"	"33"	"Female"	"F"	1988458
	"2011"	"2011"	"33 years"	"33"	"Male"	"M"	1990111
	"2011"	"2011"	"34 years"	"34"	"Female"	"F"	1976327
	"2011"	"2011"	"34 years"	"34"	"Male"	"M"	1966784
	"2011"	"2011"	"35 years"	"35"	"Female"	"F"	1919308
	"2011"	"2011"	"35 years"	"35"	"Male"	"M"	1911559
	"2011"	"2011"	"36 years"	"36"	"Female"	"F"	1978649
	"2011"	"2011"	"36 years"	"36"	"Male"	"M"	1976662
	"2011"	"2011"	"37 years"	"37"	"Female"	"F"	1927102
	"2011"	"2011"	"37 years"	"37"	"Male"	"M"	1908936
	"2011"	"2011"	"38 years"	"38"	"Female"	"F"	1965991
	"2011"	"2011"	"38 years"	"38"	"Male"	"M"	1935452
	"2011"	"2011"	"39 years"	"39"	"Female"	"F"	2055240
	"2011"	"2011"	"39 years"	"39"	"Male"	"M"	2028632
	"2011"	"2011"	"40 years"	"40"	"Female"	"F"	2177999
	"2011"	"2011"	"40 years"	"40"	"Male"	"M"	2147794
	"2011"	"2011"	"41 years"	"41"	"Female"	"F"	2199594
	"2011"	"2011"	"41 years"	"41"	"Male"	"M"	2187450
	"2011"	"2011"	"42 years"	"42"	"Female"	"F"	2090508
	"2011"	"2011"	"42 years"	"42"	"Male"	"M"	2071728
	"2011"	"2011"	"43 years"	"43"	"Female"	"F"	2051354
	"2011"	"2011"	"43 years"	"43"	"Male"	"M"	2029325
	"2011"	"2011"	"44 years"	"44"	"Female"	"F"	2062901
	"2011"	"2011"	"44 years"	"44"	"Male"	"M"	2028028
	"2011"	"2011"	"45 years"	"45"	"Female"	"F"	2103333
	"2011"	"2011"	"45 years"	"45"	"Male"	"M"	2070425
	"2011"	"2011"	"46 years"	"46"	"Female"	"F"	2235146
	"2011"	"2011"	"46 years"	"46"	"Male"	"M"	2196743
	"2011"	"2011"	"47 years"	"47"	"Female"	"F"	2288460
	"2011"	"2011"	"47 years"	"47"	"Male"	"M"	2232431
	"2011"	"2011"	"48 years"	"48"	"Female"	"F"	2294260
	"2011"	"2011"	"48 years"	"48"	"Male"	"M"	2230239
	"2011"	"2011"	"49 years"	"49"	"Female"	"F"	2295304
	"2011"	"2011"	"49 years"	"49"	"Male"	"M"	2226551
	"2011"	"2011"	"50 years"	"50"	"Female"	"F"	2331690
	"2011"	"2011"	"50 years"	"50"	"Male"	"M"	2252515
	"2011"	"2011"	"51 years"	"51"	"Female"	"F"	2349870
	"2011"	"2011"	"51 years"	"51"	"Male"	"M"	2279804
	"2011"	"2011"	"52 years"	"52"	"Female"	"F"	2283082
	"2011"	"2011"	"52 years"	"52"	"Male"	"M"	2197880
	"2011"	"2011"	"53 years"	"53"	"Female"	"F"	2276810
	"2011"	"2011"	"53 years"	"53"	"Male"	"M"	2183961
	"2011"	"2011"	"54 years"	"54"	"Female"	"F"	2261177
	"2011"	"2011"	"54 years"	"54"	"Male"	"M"	2156663
	"2011"	"2011"	"55 years"	"55"	"Female"	"F"	2188942
	"2011"	"2011"	"55 years"	"55"	"Male"	"M"	2076602
	"2011"	"2011"	"56 years"	"56"	"Female"	"F"	2175556
	"2011"	"2011"	"56 years"	"56"	"Male"	"M"	2059344
	"2011"	"2011"	"57 years"	"57"	"Female"	"F"	2099953
	"2011"	"2011"	"57 years"	"57"	"Male"	"M"	1968073
	"2011"	"2011"	"58 years"	"58"	"Female"	"F"	2027518
	"2011"	"2011"	"58 years"	"58"	"Male"	"M"	1892839
	"2011"	"2011"	"59 years"	"59"	"Female"	"F"	1954299
	"2011"	"2011"	"59 years"	"59"	"Male"	"M"	1820952
	"2011"	"2011"	"60 years"	"60"	"Female"	"F"	1905046
	"2011"	"2011"	"60 years"	"60"	"Male"	"M"	1761284
	"2011"	"2011"	"61 years"	"61"	"Female"	"F"	1864043
	"2011"	"2011"	"61 years"	"61"	"Male"	"M"	1723683
	"2011"	"2011"	"62 years"	"62"	"Female"	"F"	1816927
	"2011"	"2011"	"62 years"	"62"	"Male"	"M"	1672055
	"2011"	"2011"	"63 years"	"63"	"Female"	"F"	1802896
	"2011"	"2011"	"63 years"	"63"	"Male"	"M"	1657992
	"2011"	"2011"	"64 years"	"64"	"Female"	"F"	1883219
	"2011"	"2011"	"64 years"	"64"	"Male"	"M"	1730716
	"2011"	"2011"	"65 years"	"65"	"Female"	"F"	1402278
	"2011"	"2011"	"65 years"	"65"	"Male"	"M"	1273209
	"2011"	"2011"	"66 years"	"66"	"Female"	"F"	1392855
	"2011"	"2011"	"66 years"	"66"	"Male"	"M"	1253122
	"2011"	"2011"	"67 years"	"67"	"Female"	"F"	1367140
	"2011"	"2011"	"67 years"	"67"	"Male"	"M"	1218856
	"2011"	"2011"	"68 years"	"68"	"Female"	"F"	1407199
	"2011"	"2011"	"68 years"	"68"	"Male"	"M"	1246623
	"2011"	"2011"	"69 years"	"69"	"Female"	"F"	1238168
	"2011"	"2011"	"69 years"	"69"	"Male"	"M"	1083528
	"2011"	"2011"	"70 years"	"70"	"Female"	"F"	1144687
	"2011"	"2011"	"70 years"	"70"	"Male"	"M"	984819
	"2011"	"2011"	"71 years"	"71"	"Female"	"F"	1091336
	"2011"	"2011"	"71 years"	"71"	"Male"	"M"	931486
	"2011"	"2011"	"72 years"	"72"	"Female"	"F"	1032376
	"2011"	"2011"	"72 years"	"72"	"Male"	"M"	879900
	"2011"	"2011"	"73 years"	"73"	"Female"	"F"	1001983
	"2011"	"2011"	"73 years"	"73"	"Male"	"M"	838044
	"2011"	"2011"	"74 years"	"74"	"Female"	"F"	935597
	"2011"	"2011"	"74 years"	"74"	"Male"	"M"	769945
	"2011"	"2011"	"75 years"	"75"	"Female"	"F"	905677
	"2011"	"2011"	"75 years"	"75"	"Male"	"M"	732965
	"2011"	"2011"	"76 years"	"76"	"Female"	"F"	882862
	"2011"	"2011"	"76 years"	"76"	"Male"	"M"	698450
	"2011"	"2011"	"77 years"	"77"	"Female"	"F"	804285
	"2011"	"2011"	"77 years"	"77"	"Male"	"M"	626511
	"2011"	"2011"	"78 years"	"78"	"Female"	"F"	792269
	"2011"	"2011"	"78 years"	"78"	"Male"	"M"	602286
	"2011"	"2011"	"79 years"	"79"	"Female"	"F"	771111
	"2011"	"2011"	"79 years"	"79"	"Male"	"M"	572588
	"2011"	"2011"	"80 years"	"80"	"Female"	"F"	750262
	"2011"	"2011"	"80 years"	"80"	"Male"	"M"	542178
	"2011"	"2011"	"81 years"	"81"	"Female"	"F"	736834
	"2011"	"2011"	"81 years"	"81"	"Male"	"M"	515675
	"2011"	"2011"	"82 years"	"82"	"Female"	"F"	681521
	"2011"	"2011"	"82 years"	"82"	"Male"	"M"	462457
	"2011"	"2011"	"83 years"	"83"	"Female"	"F"	657418
	"2011"	"2011"	"83 years"	"83"	"Male"	"M"	428010
	"2011"	"2011"	"84 years"	"84"	"Female"	"F"	617804
	"2011"	"2011"	"84 years"	"84"	"Male"	"M"	387665
	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	3817628
	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	1884486
	"2012"	"2012"	"< 1 year"	"0"	"Female"	"F"	1918899
	"2012"	"2012"	"< 1 year"	"0"	"Male"	"M"	2007778
	"2012"	"2012"	"1 year"	"1"	"Female"	"F"	1942572
	"2012"	"2012"	"1 year"	"1"	"Male"	"M"	2035529
	"2012"	"2012"	"2 years"	"2"	"Female"	"F"	1947971
	"2012"	"2012"	"2 years"	"2"	"Male"	"M"	2032045
	"2012"	"2012"	"3 years"	"3"	"Female"	"F"	1950504
	"2012"	"2012"	"3 years"	"3"	"Male"	"M"	2032416
	"2012"	"2012"	"4 years"	"4"	"Female"	"F"	2013509
	"2012"	"2012"	"4 years"	"4"	"Male"	"M"	2099286
	"2012"	"2012"	"5 years"	"5"	"Female"	"F"	2020870
	"2012"	"2012"	"5 years"	"5"	"Male"	"M"	2111312
	"2012"	"2012"	"6 years"	"6"	"Female"	"F"	2003100
	"2012"	"2012"	"6 years"	"6"	"Male"	"M"	2094494
	"2012"	"2012"	"7 years"	"7"	"Female"	"F"	1998308
	"2012"	"2012"	"7 years"	"7"	"Male"	"M"	2086552
	"2012"	"2012"	"8 years"	"8"	"Female"	"F"	2004191
	"2012"	"2012"	"8 years"	"8"	"Male"	"M"	2088986
	"2012"	"2012"	"9 years"	"9"	"Female"	"F"	1990537
	"2012"	"2012"	"9 years"	"9"	"Male"	"M"	2072600
	"2012"	"2012"	"10 years"	"10"	"Female"	"F"	1981831
	"2012"	"2012"	"10 years"	"10"	"Male"	"M"	2063896
	"2012"	"2012"	"11 years"	"11"	"Female"	"F"	2029239
	"2012"	"2012"	"11 years"	"11"	"Male"	"M"	2116591
	"2012"	"2012"	"12 years"	"12"	"Female"	"F"	2055943
	"2012"	"2012"	"12 years"	"12"	"Male"	"M"	2151882
	"2012"	"2012"	"13 years"	"13"	"Female"	"F"	2021661
	"2012"	"2012"	"13 years"	"13"	"Male"	"M"	2114756
	"2012"	"2012"	"14 years"	"14"	"Female"	"F"	2020835
	"2012"	"2012"	"14 years"	"14"	"Male"	"M"	2114265
	"2012"	"2012"	"15 years"	"15"	"Female"	"F"	2026833
	"2012"	"2012"	"15 years"	"15"	"Male"	"M"	2116754
	"2012"	"2012"	"16 years"	"16"	"Female"	"F"	2036640
	"2012"	"2012"	"16 years"	"16"	"Male"	"M"	2137273
	"2012"	"2012"	"17 years"	"17"	"Female"	"F"	2077813
	"2012"	"2012"	"17 years"	"17"	"Male"	"M"	2189684
	"2012"	"2012"	"18 years"	"18"	"Female"	"F"	2119909
	"2012"	"2012"	"18 years"	"18"	"Male"	"M"	2239358
	"2012"	"2012"	"19 years"	"19"	"Female"	"F"	2148667
	"2012"	"2012"	"19 years"	"19"	"Male"	"M"	2280835
	"2012"	"2012"	"20 years"	"20"	"Female"	"F"	2212069
	"2012"	"2012"	"20 years"	"20"	"Male"	"M"	2337230
	"2012"	"2012"	"21 years"	"21"	"Female"	"F"	2264210
	"2012"	"2012"	"21 years"	"21"	"Male"	"M"	2367881
	"2012"	"2012"	"22 years"	"22"	"Female"	"F"	2265423
	"2012"	"2012"	"22 years"	"22"	"Male"	"M"	2362201
	"2012"	"2012"	"23 years"	"23"	"Female"	"F"	2177238
	"2012"	"2012"	"23 years"	"23"	"Male"	"M"	2268700
	"2012"	"2012"	"24 years"	"24"	"Female"	"F"	2130711
	"2012"	"2012"	"24 years"	"24"	"Male"	"M"	2213684
	"2012"	"2012"	"25 years"	"25"	"Female"	"F"	2098227
	"2012"	"2012"	"25 years"	"25"	"Male"	"M"	2175087
	"2012"	"2012"	"26 years"	"26"	"Female"	"F"	2113659
	"2012"	"2012"	"26 years"	"26"	"Male"	"M"	2183285
	"2012"	"2012"	"27 years"	"27"	"Female"	"F"	2141888
	"2012"	"2012"	"27 years"	"27"	"Male"	"M"	2196695
	"2012"	"2012"	"28 years"	"28"	"Female"	"F"	2085446
	"2012"	"2012"	"28 years"	"28"	"Male"	"M"	2120359
	"2012"	"2012"	"29 years"	"29"	"Female"	"F"	2126386
	"2012"	"2012"	"29 years"	"29"	"Male"	"M"	2152042
	"2012"	"2012"	"30 years"	"30"	"Female"	"F"	2134234
	"2012"	"2012"	"30 years"	"30"	"Male"	"M"	2149966
	"2012"	"2012"	"31 years"	"31"	"Female"	"F"	2117102
	"2012"	"2012"	"31 years"	"31"	"Male"	"M"	2125546
	"2012"	"2012"	"32 years"	"32"	"Female"	"F"	2153492
	"2012"	"2012"	"32 years"	"32"	"Male"	"M"	2179004
	"2012"	"2012"	"33 years"	"33"	"Female"	"F"	2030945
	"2012"	"2012"	"33 years"	"33"	"Male"	"M"	2035824
	"2012"	"2012"	"34 years"	"34"	"Female"	"F"	1994851
	"2012"	"2012"	"34 years"	"34"	"Male"	"M"	1994839
	"2012"	"2012"	"35 years"	"35"	"Female"	"F"	1982064
	"2012"	"2012"	"35 years"	"35"	"Male"	"M"	1970966
	"2012"	"2012"	"36 years"	"36"	"Female"	"F"	1924575
	"2012"	"2012"	"36 years"	"36"	"Male"	"M"	1914791
	"2012"	"2012"	"37 years"	"37"	"Female"	"F"	1983306
	"2012"	"2012"	"37 years"	"37"	"Male"	"M"	1979392
	"2012"	"2012"	"38 years"	"38"	"Female"	"F"	1931171
	"2012"	"2012"	"38 years"	"38"	"Male"	"M"	1911128
	"2012"	"2012"	"39 years"	"39"	"Female"	"F"	1969389
	"2012"	"2012"	"39 years"	"39"	"Male"	"M"	1936790
	"2012"	"2012"	"40 years"	"40"	"Female"	"F"	2057821
	"2012"	"2012"	"40 years"	"40"	"Male"	"M"	2029087
	"2012"	"2012"	"41 years"	"41"	"Female"	"F"	2179620
	"2012"	"2012"	"41 years"	"41"	"Male"	"M"	2147248
	"2012"	"2012"	"42 years"	"42"	"Female"	"F"	2200615
	"2012"	"2012"	"42 years"	"42"	"Male"	"M"	2186095
	"2012"	"2012"	"43 years"	"43"	"Female"	"F"	2091171
	"2012"	"2012"	"43 years"	"43"	"Male"	"M"	2069641
	"2012"	"2012"	"44 years"	"44"	"Female"	"F"	2051685
	"2012"	"2012"	"44 years"	"44"	"Male"	"M"	2026813
	"2012"	"2012"	"45 years"	"45"	"Female"	"F"	2062396
	"2012"	"2012"	"45 years"	"45"	"Male"	"M"	2024939
	"2012"	"2012"	"46 years"	"46"	"Female"	"F"	2101928
	"2012"	"2012"	"46 years"	"46"	"Male"	"M"	2066273
	"2012"	"2012"	"47 years"	"47"	"Female"	"F"	2232956
	"2012"	"2012"	"47 years"	"47"	"Male"	"M"	2191291
	"2012"	"2012"	"48 years"	"48"	"Female"	"F"	2285509
	"2012"	"2012"	"48 years"	"48"	"Male"	"M"	2225469
	"2012"	"2012"	"49 years"	"49"	"Female"	"F"	2290451
	"2012"	"2012"	"49 years"	"49"	"Male"	"M"	2222173
	"2012"	"2012"	"50 years"	"50"	"Female"	"F"	2290782
	"2012"	"2012"	"50 years"	"50"	"Male"	"M"	2217444
	"2012"	"2012"	"51 years"	"51"	"Female"	"F"	2326408
	"2012"	"2012"	"51 years"	"51"	"Male"	"M"	2241665
	"2012"	"2012"	"52 years"	"52"	"Female"	"F"	2343633
	"2012"	"2012"	"52 years"	"52"	"Male"	"M"	2267715
	"2012"	"2012"	"53 years"	"53"	"Female"	"F"	2276361
	"2012"	"2012"	"53 years"	"53"	"Male"	"M"	2184955
	"2012"	"2012"	"54 years"	"54"	"Female"	"F"	2269499
	"2012"	"2012"	"54 years"	"54"	"Male"	"M"	2170183
	"2012"	"2012"	"55 years"	"55"	"Female"	"F"	2253243
	"2012"	"2012"	"55 years"	"55"	"Male"	"M"	2141629
	"2012"	"2012"	"56 years"	"56"	"Female"	"F"	2180635
	"2012"	"2012"	"56 years"	"56"	"Male"	"M"	2060804
	"2012"	"2012"	"57 years"	"57"	"Female"	"F"	2166813
	"2012"	"2012"	"57 years"	"57"	"Male"	"M"	2042517
	"2012"	"2012"	"58 years"	"58"	"Female"	"F"	2090813
	"2012"	"2012"	"58 years"	"58"	"Male"	"M"	1950915
	"2012"	"2012"	"59 years"	"59"	"Female"	"F"	2018095
	"2012"	"2012"	"59 years"	"59"	"Male"	"M"	1875027
	"2012"	"2012"	"60 years"	"60"	"Female"	"F"	1944265
	"2012"	"2012"	"60 years"	"60"	"Male"	"M"	1802540
	"2012"	"2012"	"61 years"	"61"	"Female"	"F"	1894378
	"2012"	"2012"	"61 years"	"61"	"Male"	"M"	1742250
	"2012"	"2012"	"62 years"	"62"	"Female"	"F"	1852511
	"2012"	"2012"	"62 years"	"62"	"Male"	"M"	1703955
	"2012"	"2012"	"63 years"	"63"	"Female"	"F"	1804124
	"2012"	"2012"	"63 years"	"63"	"Male"	"M"	1651587
	"2012"	"2012"	"64 years"	"64"	"Female"	"F"	1788818
	"2012"	"2012"	"64 years"	"64"	"Male"	"M"	1636140
	"2012"	"2012"	"65 years"	"65"	"Female"	"F"	1867449
	"2012"	"2012"	"65 years"	"65"	"Male"	"M"	1706569
	"2012"	"2012"	"66 years"	"66"	"Female"	"F"	1389479
	"2012"	"2012"	"66 years"	"66"	"Male"	"M"	1253876
	"2012"	"2012"	"67 years"	"67"	"Female"	"F"	1379021
	"2012"	"2012"	"67 years"	"67"	"Male"	"M"	1232377
	"2012"	"2012"	"68 years"	"68"	"Female"	"F"	1351633
	"2012"	"2012"	"68 years"	"68"	"Male"	"M"	1196539
	"2012"	"2012"	"69 years"	"69"	"Female"	"F"	1389610
	"2012"	"2012"	"69 years"	"69"	"Male"	"M"	1222013
	"2012"	"2012"	"70 years"	"70"	"Female"	"F"	1221129
	"2012"	"2012"	"70 years"	"70"	"Male"	"M"	1060638
	"2012"	"2012"	"71 years"	"71"	"Female"	"F"	1127608
	"2012"	"2012"	"71 years"	"71"	"Male"	"M"	962208
	"2012"	"2012"	"72 years"	"72"	"Female"	"F"	1073289
	"2012"	"2012"	"72 years"	"72"	"Male"	"M"	908143
	"2012"	"2012"	"73 years"	"73"	"Female"	"F"	1013418
	"2012"	"2012"	"73 years"	"73"	"Male"	"M"	855717
	"2012"	"2012"	"74 years"	"74"	"Female"	"F"	981621
	"2012"	"2012"	"74 years"	"74"	"Male"	"M"	812834
	"2012"	"2012"	"75 years"	"75"	"Female"	"F"	914562
	"2012"	"2012"	"75 years"	"75"	"Male"	"M"	744540
	"2012"	"2012"	"76 years"	"76"	"Female"	"F"	883020
	"2012"	"2012"	"76 years"	"76"	"Male"	"M"	706397
	"2012"	"2012"	"77 years"	"77"	"Female"	"F"	858296
	"2012"	"2012"	"77 years"	"77"	"Male"	"M"	670625
	"2012"	"2012"	"78 years"	"78"	"Female"	"F"	779359
	"2012"	"2012"	"78 years"	"78"	"Male"	"M"	598926
	"2012"	"2012"	"79 years"	"79"	"Female"	"F"	765025
	"2012"	"2012"	"79 years"	"79"	"Male"	"M"	573141
	"2012"	"2012"	"80 years"	"80"	"Female"	"F"	741481
	"2012"	"2012"	"80 years"	"80"	"Male"	"M"	541868
	"2012"	"2012"	"81 years"	"81"	"Female"	"F"	718171
	"2012"	"2012"	"81 years"	"81"	"Male"	"M"	509945
	"2012"	"2012"	"82 years"	"82"	"Female"	"F"	701809
	"2012"	"2012"	"82 years"	"82"	"Male"	"M"	481809
	"2012"	"2012"	"83 years"	"83"	"Female"	"F"	645093
	"2012"	"2012"	"83 years"	"83"	"Male"	"M"	428699
	"2012"	"2012"	"84 years"	"84"	"Female"	"F"	617876
	"2012"	"2012"	"84 years"	"84"	"Male"	"M"	393289
	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	3911502
	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	1966970
	"2013"	"2013"	"< 1 year"	"0"	"Female"	"F"	1921607
	"2013"	"2013"	"< 1 year"	"0"	"Male"	"M"	2009739
	"2013"	"2013"	"1 year"	"1"	"Female"	"F"	1927270
	"2013"	"2013"	"1 year"	"1"	"Male"	"M"	2015844
	"2013"	"2013"	"2 years"	"2"	"Female"	"F"	1949980
	"2013"	"2013"	"2 years"	"2"	"Male"	"M"	2042772
	"2013"	"2013"	"3 years"	"3"	"Female"	"F"	1954642
	"2013"	"2013"	"3 years"	"3"	"Male"	"M"	2038018
	"2013"	"2013"	"4 years"	"4"	"Female"	"F"	1956432
	"2013"	"2013"	"4 years"	"4"	"Male"	"M"	2037829
	"2013"	"2013"	"5 years"	"5"	"Female"	"F"	2018857
	"2013"	"2013"	"5 years"	"5"	"Male"	"M"	2104520
	"2013"	"2013"	"6 years"	"6"	"Female"	"F"	2025979
	"2013"	"2013"	"6 years"	"6"	"Male"	"M"	2116426
	"2013"	"2013"	"7 years"	"7"	"Female"	"F"	2008394
	"2013"	"2013"	"7 years"	"7"	"Male"	"M"	2099450
	"2013"	"2013"	"8 years"	"8"	"Female"	"F"	2003934
	"2013"	"2013"	"8 years"	"8"	"Male"	"M"	2091378
	"2013"	"2013"	"9 years"	"9"	"Female"	"F"	2009805
	"2013"	"2013"	"9 years"	"9"	"Male"	"M"	2093771
	"2013"	"2013"	"10 years"	"10"	"Female"	"F"	1995945
	"2013"	"2013"	"10 years"	"10"	"Male"	"M"	2077229
	"2013"	"2013"	"11 years"	"11"	"Female"	"F"	1987237
	"2013"	"2013"	"11 years"	"11"	"Male"	"M"	2068554
	"2013"	"2013"	"12 years"	"12"	"Female"	"F"	2034729
	"2013"	"2013"	"12 years"	"12"	"Male"	"M"	2121388
	"2013"	"2013"	"13 years"	"13"	"Female"	"F"	2061382
	"2013"	"2013"	"13 years"	"13"	"Male"	"M"	2156948
	"2013"	"2013"	"14 years"	"14"	"Female"	"F"	2027398
	"2013"	"2013"	"14 years"	"14"	"Male"	"M"	2120322
	"2013"	"2013"	"15 years"	"15"	"Female"	"F"	2027277
	"2013"	"2013"	"15 years"	"15"	"Male"	"M"	2120636
	"2013"	"2013"	"16 years"	"16"	"Female"	"F"	2034544
	"2013"	"2013"	"16 years"	"16"	"Male"	"M"	2124881
	"2013"	"2013"	"17 years"	"17"	"Female"	"F"	2046341
	"2013"	"2013"	"17 years"	"17"	"Male"	"M"	2147966
	"2013"	"2013"	"18 years"	"18"	"Female"	"F"	2089744
	"2013"	"2013"	"18 years"	"18"	"Male"	"M"	2202606
	"2013"	"2013"	"19 years"	"19"	"Female"	"F"	2132677
	"2013"	"2013"	"19 years"	"19"	"Male"	"M"	2253364
	"2013"	"2013"	"20 years"	"20"	"Female"	"F"	2161018
	"2013"	"2013"	"20 years"	"20"	"Male"	"M"	2294153
	"2013"	"2013"	"21 years"	"21"	"Female"	"F"	2225381
	"2013"	"2013"	"21 years"	"21"	"Male"	"M"	2351086
	"2013"	"2013"	"22 years"	"22"	"Female"	"F"	2279083
	"2013"	"2013"	"22 years"	"22"	"Male"	"M"	2383328
	"2013"	"2013"	"23 years"	"23"	"Female"	"F"	2281076
	"2013"	"2013"	"23 years"	"23"	"Male"	"M"	2376405
	"2013"	"2013"	"24 years"	"24"	"Female"	"F"	2193021
	"2013"	"2013"	"24 years"	"24"	"Male"	"M"	2281233
	"2013"	"2013"	"25 years"	"25"	"Female"	"F"	2146343
	"2013"	"2013"	"25 years"	"25"	"Male"	"M"	2224706
	"2013"	"2013"	"26 years"	"26"	"Female"	"F"	2113285
	"2013"	"2013"	"26 years"	"26"	"Male"	"M"	2185247
	"2013"	"2013"	"27 years"	"27"	"Female"	"F"	2127652
	"2013"	"2013"	"27 years"	"27"	"Male"	"M"	2193218
	"2013"	"2013"	"28 years"	"28"	"Female"	"F"	2154496
	"2013"	"2013"	"28 years"	"28"	"Male"	"M"	2205305
	"2013"	"2013"	"29 years"	"29"	"Female"	"F"	2097147
	"2013"	"2013"	"29 years"	"29"	"Male"	"M"	2128737
	"2013"	"2013"	"30 years"	"30"	"Female"	"F"	2137231
	"2013"	"2013"	"30 years"	"30"	"Male"	"M"	2159745
	"2013"	"2013"	"31 years"	"31"	"Female"	"F"	2143277
	"2013"	"2013"	"31 years"	"31"	"Male"	"M"	2156523
	"2013"	"2013"	"32 years"	"32"	"Female"	"F"	2124917
	"2013"	"2013"	"32 years"	"32"	"Male"	"M"	2131443
	"2013"	"2013"	"33 years"	"33"	"Female"	"F"	2160438
	"2013"	"2013"	"33 years"	"33"	"Male"	"M"	2183631
	"2013"	"2013"	"34 years"	"34"	"Female"	"F"	2037132
	"2013"	"2013"	"34 years"	"34"	"Male"	"M"	2039476
	"2013"	"2013"	"35 years"	"35"	"Female"	"F"	2000533
	"2013"	"2013"	"35 years"	"35"	"Male"	"M"	1998142
	"2013"	"2013"	"36 years"	"36"	"Female"	"F"	1987256
	"2013"	"2013"	"36 years"	"36"	"Male"	"M"	1973037
	"2013"	"2013"	"37 years"	"37"	"Female"	"F"	1929235
	"2013"	"2013"	"37 years"	"37"	"Male"	"M"	1916601
	"2013"	"2013"	"38 years"	"38"	"Female"	"F"	1987228
	"2013"	"2013"	"38 years"	"38"	"Male"	"M"	1980670
	"2013"	"2013"	"39 years"	"39"	"Female"	"F"	1934434
	"2013"	"2013"	"39 years"	"39"	"Male"	"M"	1912124
	"2013"	"2013"	"40 years"	"40"	"Female"	"F"	1971853
	"2013"	"2013"	"40 years"	"40"	"Male"	"M"	1936963
